ts	phase	decision	why	evidence	result
2026-08-01T22:43:41Z	current pin	Revalidated the replacement Reflaxe commit and its target-reuse and portable compatibility paths	A new commit identity must not rely only on byte equality with the superseded pin	haxe_libraries/reflaxe.hxml; scripts/ci/reflaxe-ocaml-target-reuse-contract-test.sh; scripts/test-portable.sh	target reuse passed and 97 of 97 portable fixtures passed at 820c888 before the final parent-kind guard
2026-08-01T22:43:41Z	self review	Required an ordinary parent binding to equal the lexical owner instead of merely having a nested-looking prefix	Only a registry-proven nested parent may extend the root owner; a corrupt ordinary binding must not imitate that chain	packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlFunctionPlanRegistry.hx; test/reflaxe_ocaml_control_plan/src/ControlPlanFixture.hx	ordinary-parent impostor rejected; current focused and deep-nested real fixture pass
2026-08-01T22:43:41Z	hosted review	Ran the dedicated fork PR against the normal main-branch workflow matrix	A framework pin needs visible hosted evidence in addition to local consumer tests	https://github.com/fullofcaffeine/reflaxe/pull/21	six hosted checks passed
2026-08-01T22:57:05Z	audit correction	Corrected the chronology evidence pointer to the superseded framework commit whose immutable timestamp exposes the mismatch	The replacement commit is the durable dependency, but it is not the artifact that proves the earlier retrospective timestamps were impossible	reflaxe commit d9da0bcf8381ca1ab5e3f8f31785222eade6b56e	supersedes only the evidence pointer in the earlier chronology-correction row
2026-08-01T22:57:05Z	independent review	Accepted the second fresh Sol review as blocking closure	A registered nested parent could impersonate another root because the registry compared textual prefixes instead of the exact root owner	review_w32h3_20_final; packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlFunctionPlanRegistry.hx	task remains open pending exact-root remediation and another fresh review
2026-08-01T22:57:05Z	red sensitivity	Ran the new cross-root corruption fixture against the prior textual-prefix check	The fixture must demonstrate that a plausible registered impostor would have been admitted, rather than merely documenting the concern	npm run test:reflaxe-ocaml:control-plan	red: the operation returned normally instead of producing foreign-occurrence
2026-08-01T22:57:05Z	registry remediation	Recorded the exact ordinary root owner for every sealed nested function and required exact equality for deeper children	A nested function name remains useful identity text, but it is no longer treated as proof of its ownership chain	packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlFunctionPlanRegistry.hx; test/reflaxe_ocaml_control_plan/src/ControlPlanFixture.hx	cross-root impostor now fails with foreign-occurrence; focused control-plan fixture passes
2026-08-01T23:18:58Z	independent review	Accepted the third fresh Sol review as blocking closure	The registry accepted a separately rebuilt structural lookup when it carried the same root-owner text, so the same typed literal could receive a different believable occurrence	review_w32h3_20_exact_root; packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlFunctionPlanRegistry.hx	task remains open pending canonical whole-body lookup enforcement
2026-08-01T23:18:58Z	gate cancellation	Stopped the obsolete exact-candidate portable run after 29 of 97 fixtures passed	The independent blocker proved that the running candidate could not close the Bead, so completing a broad backstop would waste time and create stale evidence	npm run test:portable; attached session 93621	exit 130 by deliberate interrupt; partial passes are not closure evidence
2026-08-01T23:18:58Z	red sensitivity	Built one literal inside its whole owner body, then rebuilt a second lookup around the same typed node and owner	The regression isolates canonical placement: both occurrence IDs are structurally valid, but only the whole-body plan is authoritative	npm run test:reflaxe-ocaml:control-plan	red: noncanonical plan returned normally instead of producing foreign-root-identities
2026-08-01T23:18:58Z	canonical identity remediation	Registered one exact request-local whole-body lookup before nested planning and required every descendant to reuse that object	Owner strings and valid hashes cannot prove structural placement; exact request-local plan identity connects the published occurrence to the one complete traversal	packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlFunctionPlanRegistry.hx; packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlFunctionPlanSealer.hx; test/reflaxe_ocaml_control_plan/src/ControlPlanFixture.hx	noncanonical same-node plan now fails; focused control-plan fixture passes
2026-08-01T23:39:55Z	independent review	Accepted the fourth fresh Sol review as blocking closure	Two sealed sibling functions share one root and canonical lookup, so a real child occurrence could still be rebound beneath the wrong sibling	review_w32h3_20_canonical_final; packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlFunctionPlanRegistry.hx	task remains open pending an explicit immediate-parent fact
2026-08-01T23:39:55Z	framework red test	Required a two-level function occurrence to name its immediate enclosing occurrence	The generic traversal is the only owner that can publish this relationship without another target-local AST walk	haxe Test.hxml in /private/tmp/reflaxe-target-reuse-fingerprint/test	red: LexicalFunctionOccurrenceIdentity had no parentOccurrenceId field
2026-08-01T23:39:55Z	framework parent fact	Recorded the immediate parent while the existing traversal enters and leaves each typed function literal	A null parent means the ordinary method owns the literal; a non-null parent names the nearest enclosing function without changing existing occurrence IDs	reflaxe commit ad25a8ba52adf48a7bf69c5311b274f1c9417ba6; https://github.com/fullofcaffeine/reflaxe/pull/21	framework lifecycle, program-revision, and server-revision tests passed; commit pushed
2026-08-01T23:39:55Z	target red test	Sealed sibling functions A and B, then paired B's real child occurrence with A as its parent	The fixture holds root, canonical plan, expression, occurrence, body, callable, and control data valid so only immediate parentage can reject it	npm run test:reflaxe-ocaml:control-plan	red: wrong-sibling operation returned normally instead of producing foreign-parent-occurrence
2026-08-01T23:39:55Z	immediate-parent remediation	Required each occurrence's generic parent ID to equal the registered immediate nested parent occurrence or null ordinary parent	Exact root ownership is necessary but siblings need a separate adjacency proof before a target may seal their child	packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlFunctionPlanRegistry.hx; test/reflaxe_ocaml_control_plan/src/ControlPlanFixture.hx	wrong sibling rejected; exact sibling parent and real two-level closure pass
2026-08-01T23:39:55Z	dependency	Advanced the consumer to the reviewed parent-occurrence commit and clean downloaded-tree digest	The target must compile against the framework fact it validates rather than an uncommitted checkout	haxe_libraries/reflaxe.hxml; commit ad25a8ba52adf48a7bf69c5311b274f1c9417ba6; digest 65f5cb6406cfb90d5aea72b4c4d7471059446a48672f0122a424e0bd549bcad7	pin installed and source files match the clean fork checkout
2026-08-01T23:57:26Z	independent review	Accepted the fifth fresh Sol review as blocking closure	The canonical root lookup was not bound to the exact root body revision, so a same-program stale parent could authorize believable nested output	review_w32h3_20_parent_final; packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlFunctionPlanRegistry.hx	task remains open pending exact root-binding enforcement and reset coverage
2026-08-01T23:57:26Z	gate cancellation	Stopped the obsolete exact target-reuse run after the new review blocker arrived	A partial long-running pass cannot close a candidate whose identity boundary is known to be unsound	npm run test:reflaxe-ocaml:target-reuse-contract; attached session 95965	exit 1 after deliberate interrupt; partial output is diagnostic only
2026-08-01T23:57:26Z	red sensitivity	Reused the canonical root lookup with the same program and function ID but a changed root body revision	The focused case isolates the missing root-binding comparison while keeping the nested occurrence, child binding, callable boundary, and control plan valid	npm run test:reflaxe-ocaml:control-plan	red: stale-root plan returned normally instead of producing stale-root-binding
2026-08-01T23:59:57Z	root-binding remediation	Stored the exact root binding beside its one whole-body identity lookup and rejected changed root revisions during registration, nested sealing, and ordinary-function sealing	A stable occurrence says where a literal is, while the binding separately proves which exact typed root body authorized it	packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlFunctionPlanRegistry.hx; test/reflaxe_ocaml_control_plan/src/ControlPlanFixture.hx	stale root binding and conflicting re-registration rejected; focused control-plan fixture passes
2026-08-01T23:59:57Z	reset regression	Restarted the registry with the same program revision, rejected the old nested parent and old root lookup, then rebuilt the same three nested plans from a fresh lookup	A new request must clear identity state even when its public program name is unchanged	test/reflaxe_ocaml_control_plan/src/ControlPlanFixture.hx	same-program reset clears and rebuilds root, expression, occurrence, nested-parent, and ownership records
2026-08-02T00:42:20Z	independent review	Accepted the sixth fresh GPT-5.6 Sol review as the required xhigh closure pass	The reviewer independently challenged every link from the ordinary root body through canonical occurrence, immediate parent, nested body, callable boundary, control plan, and reset lifetime	review_w32h3_20_binding_final; packages/reflaxe.ocaml/src/reflaxe/ocaml/lowered/OcamlFunctionPlanRegistry.hx	PASS with no material semantic-identity, provenance, or audit blocker
2026-08-02T00:42:20Z	exact candidate gates	Completed the focused compile/run, lifecycle, package, formatting, source-reuse, and corruption checks after the final root-binding change	Closure must rest on one unchanged source candidate, not on partial passes from earlier remediations	npm run test:reflaxe-ocaml:control-plan; PORTABLE_FIXTURE_ALLOWLIST=early_return PORTABLE_JOBS=1 bash scripts/test-portable.sh; npm run test:reflaxe-ocaml:preprocessor-lifecycle; npm run test:reflaxe-ocaml:package-install; npm run guard:hx-format; bash scripts/ci/reflaxe-ocaml-target-reuse-contract-test.sh	all passed; exact target-reuse digest sha256:4c2ed85ef635994e0cb1fb0166d65e84f6225cf3994805a180298ccf887fbf41
2026-08-02T00:42:20Z	portable backstop	Completed one uninterrupted full portable run after every identity remediation	A focused zero-argument closure test cannot by itself prove that ordinary target behavior remains intact	npm run test:portable	97 of 97 fixtures passed; static-initialization preflight and portable pool contract also passed
