ts	phase	decision	why	evidence	result
2026-08-15T10:11:01Z	ci-preexisting-package	classified the exact-head package-matrix failures as repository-wide rather than integration regressions	both Ubuntu and macOS reached installed-package performance scenario ro-perf-06 and rejected its explicit Dynamic annotation under the existing metal-strict policy	PR run 31877975052 artifacts; main run 31871224978; identical Main.hx line 45 diagnostic on both hosts	PR 8 keeps the failure visible and does not expand into the unrelated fixture-policy task
2026-08-15T10:34:54Z	ci-preexisting-stdlib	classified the exact-head portable-stdlib cancellation as the existing workflow-budget problem	the fixed 45-minute job processed 47 of 140 fixtures and completed another passing fixture 19 seconds before GitHub canceled it	PR job 94996384759 log; main job 94681345490; identical 45-minute cancellation boundary	the lane was making continuous progress rather than stalled; PR 8 does not change its suite or timeout
2026-08-15T11:06:23Z	ci-guardrails	proved the full integrated guard workflow on the exact PR head	the 68-minute guard bundle and six workflow-owned package, connect, server, routing, and CLI checks all completed within the evidence-based 90-minute job budget	PR job 94996461361; commit 21b572dce; every job step successful	branch-specific CI is green through Guardrails and the dependent Core jobs have started
2026-08-15T12:20:41Z	ci-hxhx-runtime	fixed the branch-specific native hxhx crash while JSON-encoding the portable metalization plan	HxAnon treated any three-word OCaml block as an obsolete array record and dereferenced string data before checking the string tag	macOS crash stack; base/head reduced Xml.createElement comparison; 19-character JSON regression; focused runtime and ownership guards	HxAnon now delegates array recognition to the marker-backed HxArray predicate in the authored runtime and bootstrap copy; exact reduced command exits zero
2026-08-15T13:33:29Z	ci-guard-flake	reran the failed Core workflow without changing code after a lease-heartbeat timing assertion failed once	the exact-head guard completed roughly 64 minutes of unrelated checks before one filesystem mtime comparison missed its 499 ms threshold; five immediate local repetitions passed	Core attempt 1 job 95011496756; local-heavy-run-lease fixture attempts 1-5	classified as a timing flake for one rerun; if it repeats, repair the fixture under its own tooling owner instead of weakening runtime evidence
2026-08-15T15:20:00Z	ci-base-comparison	classified the later exact-head Core failures as pre-existing after the runtime crash fix crossed its former fault frontier	exact base and PR head both report typed_modules=10 and the same 34 runtime semantic capabilities, while unchanged tests expect 11 and an older 16-item list	Core attempt 2 jobs 95026135198 and 95026135213; exact-base native build dcce51b1b; focused base/head report commands	PR 8 retains the crash fix and regression evidence without changing unrelated stale expectations; Guardrails passed and portable JSON fixture passed in CI
2026-08-15T15:45:00Z	ci-evidence-repair	updated two stale exact Core assertions after proving the current values and their semantic owners	the old eleventh module was a redundant Class load avoided by indexed signatures; all 18 added runtime capabilities have concrete representation, expression, or control-flow requirement records	historical e64e07459 native trace; exact-base runtime requirement report; stage0-free full-graph command; passing M6 runtime suite	commit a08cfaef8 changes tests only and keeps exact fail-closed comparisons with a clearer typed-module diagnostic
2026-08-15T17:34:17Z	map-pair-provenance	preserved the public KeyValueIterator typedef across exact native Map pair-producer proof	the local and inlined initializer have different type spellings but resolve to the same typed Iterator structure; rejecting that equivalence sent tuple-backed pairs through HxAnon	base/head M6 Map runtime failure; typed initializer probe; lowering report; generated fst/snd probe	the structural-field planner compares resolved types without unification side effects and retains the local type for the sealed next-call chain; the HxMap tuple ABI is unchanged
2026-08-15T17:56:22Z	ci-map-pair-head	confirmed the exact Map repair head crossed all completed fast and semantic workflows	commit 38e5bc15a changes compiler pair provenance and focused Map coverage, so native-target and semantic-diff lanes are useful independent checks	exact-head runs 31899080398, 31899080529, 31899080488, 31899080410, 31899080469, 31899080421, 31899080430, and 31899080473	eight workflows are green; package artifact install and execution passed on both hosts before performance measurement, while Core and portable stdlib remain active
2026-08-15T18:08:49Z	ci-package-known-failure	classified the exact Map repair head package-matrix failure as the unchanged platform-performance policy result	both hosts built, installed, executed, and verified the identical immutable artifact before the later measurement step failed with the same repository-wide marker	exact-head run 31899080548 jobs 95046952976 and 95046952981; RO_PACKAGE_INSTALL_SMOKE:PASS; RO_PACKAGE_ARTIFACT_CONSUMER:PASS; RO_TARGET_PERF_PLATFORM:FAIL	package behavior and provenance are green on Linux and macOS; no Map-pair regression is indicated and the existing performance-policy failure remains visible
2026-08-15T18:29:09Z	ci-stdlib-known-timeout	classified the exact Map repair head portable-stdlib cancellation as the unchanged workflow-budget result	the suite completed fixtures continuously until eight seconds before the fixed 45-minute cancellation, and every observed failure/pass classification matched the prior exact head	exact-head run 31899080412 job 95046822741; prior run 31893428394 job 95032994479; matching dynamic_equality, exact_catch_control, exact_throw_control, haxe_iterators_bucket01_basic failures and haxe_format_json_basic pass	45 of 140 fixtures completed versus 47 previously; the small throughput variation does not indicate a Map-pair regression and the known suite-budget gap remains visible
2026-08-15T20:50:37Z	ci-core-map-proof	confirmed the repaired Map contract and every compiler-shard command on the exact PR head	test:m6:map passed remotely in 35 seconds, and the shard reported all 114 commands passed before GitHub applied the fixed 40-minute job cancellation	exact-head run 31899080432 job 95055623256; COMMAND 12/114 PASS test:m6:map; COMMAND 114/114 PASS test:clean-artifacts; PASS shard=compiler elapsed=2263.151s	the former branch-specific Map failure is resolved; the displayed job failure is timeout bookkeeping after successful test completion, not a test assertion failure
2026-08-15T20:50:37Z	ci-core-target-timeout	classified the exact-head target-packages shard cancellation as the unchanged Core workflow-budget result	the shard entered test:portable and reached the same fixed 40-minute boundary as the immediately preceding exact head without a terminal assertion failure	exact-head run 31899080432 job 95055623208; prior run 31893428515 job 95039606729; both start COMMAND 1/3 test:portable and end only with GitHub cancellation	the portable shard remains incomplete and visible; it provides no evidence of a Map-pair regression, while independent portable and semantic workflows passed
2026-08-15T23:58:12Z	pr8-final-review-and-merge	merged the dependency-complete compiler stack after an exact-head second-pass review found no integration blocker	the focused owner checks passed, the remote compiler shard passed all 114 commands, and the reviewed head remained unchanged through the merge guard	PR 8 head 38e5bc15a; merge commit f02ad82d5; conditional, typed-local, Map, throw-copy, bootstrap-copy, and OCaml-ownership checks	main now contains the reviewed fixes; known target-package, portable-stdlib, and performance-policy limits remain visible and the broader bootstrap performance task stays open
