ts	phase	decision	why	evidence	result
2026-07-30T17:16:38Z	nullable-oracle	compared present and missing nullable anonymous references through stock JavaScript stock Neko and native OCaml	nullable object references must preserve ordinary Haxe null equality while non-null aliases still identify one mutable object	anon_struct_basic expected.stdout and portable fixture	false for the present object and true for null on all three routes
2026-07-30T17:16:39Z	runtime-authority	kept the runtime-requirement report partial after HxAnon gained bounded requirement roots	a module-name match proves at least one explained use but cannot prove that every generated use has an occurrence-level owner	OcamlRuntimeRequirementReportWriter.hx; M6RuntimeCopierIntegrationTest.hx; anon_struct_basic/test.sh	HxAnon moves to observed-with-root while HxEnum stays explicitly unowned and the report states the remaining limitation
2026-07-30T17:16:40Z	dedicated-shapes	added direct negative cases for Iterator key-value and sys.FileStat object shapes	these values already have dedicated OCaml representations and must not be captured by a generic field-list match	AnonymousStructurePlanCases.hx; AnonymousStructurePlanFixture.hx	all dedicated shapes produce zero anonymous structures and operations in the focused plan
2026-07-30T17:16:41Z	snapshots	regenerated and verified every committed OCaml snapshot through the compiler	the hard cut deliberately changes the temporary name for planned anonymous values and no hand-edited output may hide other drift	npm run test:snapshot	all snapshots pass and the generated differences are limited to __anon_N becoming __anonymous_value_N
2026-07-30T17:16:42Z	formatting	ran the official changed-file and complete repository Haxe formatter checks	comments and code must follow the same deterministic format used by CI rather than a local approximation	guard:hx-format:changed; guard:hx-format	both formatter gates pass
2026-07-30T17:50:48Z	second-pass-fix	made anonymous Int += a sealed compound-write operation	the independent review reproduced a silent no-op when a planned HxAnon field used compound assignment	OcamlAnonymousStructureModel.hx; OcamlAnonymousStructurePlan.hx; OcamlAnonymousStructureSyntax.hx	the plan now fixes read-add-store-return order and selects both HxAnon and HxInt before syntax
2026-07-30T17:50:49Z	stale-evidence	rejected representation revisions that disagree with anonymous-object decisions	the public inspector previously compared identity type carrier and domain but could accept an older representation revision	OcamlLoweringReportWriter.hx; ReflaxeOcamlAnonymousStructureInspection.hx	a changed referenced representation revision now fails with expected and actual revisions
2026-07-30T17:50:50Z	negative-matrix	expanded exclusions and corruption checks before closure	the first checkpoint did not directly exercise Dynamic structural-conversion pattern unsupported-compound wrong-field wrong-carrier or wrong-revision cases	AnonymousStructurePlanCases.hx; AnonymousStructurePlanFixture.hx; anon_struct_basic/test.sh	the bounded plan leaves excluded origins unowned rejects unsupported compound writes and fails malformed evidence
2026-07-30T18:20:44Z	plan-correction	updated the Bead design and acceptance to name exact Int += behavior and its HxInt dependency	the original plan used the broad phrase direct write even though its own user example used compound assignment	bd haxe_ocaml-0uwin.14	the tracked contract now requires read-add-store-return order and fail-closed unsupported compound operators
2026-07-30T18:20:45Z	second-pass-verification	ran the full snapshot formatter manifest boundary provenance and representative portable gates after the review fixes	a semantic correction is not complete until generated evidence public inspection runtime ownership and user-visible behavior agree	npm run test:snapshot; guard:hx-format; runtime/artifact guards; seven-fixture portable allowlist	all gates pass and README Goals remain unchanged because the parent runtime-ownership program is still partial
2026-07-30T18:55:06Z	proof-scope	narrowed the persisted anonymous-object proof from a whole-function claim to exact admitted occurrences	negative fixtures deliberately contain Dynamic and pattern operations elsewhere while owning only their direct literal construction and unchanged-alias field operations	OcamlAnonymousStructureModel.hx; AnonymousStructurePlanCases.hx	model v3 and proof v3 state what is owned and explicitly leave excluded operations outside the plan
2026-07-30T18:55:07Z	overflow-oracle	separated ordinary three-route parity from signed-overflow validation	stock Haxe 4.3.7 JavaScript uses number-backed addition and does not wrap this edge while Neko eval and native OCaml do	anon_struct_basic expected overflow outputs and test.sh	2147483647 plus 1 records 2147483648 on stock JS and minus 2147483648 on stock Neko eval and native OCaml
2026-07-30T18:55:08Z	evidence-identity	bumped the plan pipeline and regenerated deterministic reports after changing the proof	an old report must not retain an overbroad proof claim under a current semantic identity	pipeline v58; anonymous model/proof v3; six lowering goldens	target reuse snapshots focused plans and seven portable fixtures pass with the new identities
2026-07-30T19:14:51Z	independent-review	accepted commit 89925ea59 with no findings after rerunning semantic evidence and reuse gates	the xhigh task required an independent pass because plausible output and current-looking cache identities could hide an incorrect plan or stale proof	review_anonymous_object_slice	the bounded Bead may close; thinking xhigh was sufficient and README readiness remains unchanged
